customer_id,segment,region,acquisition_channel,plan,signup_date,status,churn_date,churn_reason
C00410,Consumer,North,Social,Basic,2025-10-20,Active,,
C00411,Consumer,East,Organic,Basic,2025-01-09,Churned,2026-03-30,Poor Experience
C00412,Enterprise,West,Referral,Basic,2025-09-28,Active,,
C00413,Enterprise,North,Referral,Pro,2026-01-22,Active,,
C00414,SMB,North,Organic,Basic,2025-04-03,Active,,
C00415,SMB,North,Referral,Pro,2026-03-30,Active,,
C00416,Consumer,West,Social,Basic,2025-01-17,Active,,
C00417,Consumer,East,Paid Search,Premium,2025-06-03,Active,,
C00418,Consumer,West,Organic,Premium,2026-02-09,Active,,
C00419,SMB,North,Organic,Basic,2025-11-24,Churned,2026-02-26,Price
C00420,SMB,West,Paid Search,Basic,2025-05-29,Active,,
C00421,SMB,North,Partner,Basic,2026-01-12,Active,,
C00422,SMB,South,Organic,Basic,2025-09-24,Active,,
C00423,Consumer,West,Referral,Pro,2026-02-26,Active,,
C00424,Consumer,East,Organic,Premium,2025-11-24,Churned,2026-06-02,Poor Experience
C00425,Consumer,South,Paid Search,Pro,2025-04-16,Active,,
C00426,Consumer,West,Social,Premium,2026-04-17,Active,,
C00427,Consumer,South,Social,Basic,2026-01-16,Churned,2026-02-19,Poor Experience
C00428,Enterprise,North,Organic,Basic,2025-02-04,Active,,
C00429,Consumer,South,Paid Search,Pro,2025-04-29,Active,,
C00430,Consumer,North,Organic,Basic,2025-01-14,Active,,
C00431,Consumer,West,Paid Search,Pro,2025-01-14,Active,,
C00432,SMB,North,Referral,Basic,2025-09-23,Active,,
C00433,SMB,West,Organic,Basic,2025-05-20,Active,,
C00434,Consumer,West,Paid Search,Premium,2025-10-21,Active,,
C00435,Consumer,East,Paid Search,Basic,2025-12-30,Churned,2026-04-26,Poor Experience
C00436,SMB,South,Partner,Premium,2025-04-29,Churned,2026-02-02,Price
C00437,Consumer,North,Partner,Premium,2025-08-26,Churned,2026-05-16,Competitor
C00438,SMB,South,Organic,Pro,2025-02-03,Active,,
C00439,SMB,East,Social,Pro,2025-06-18,Active,,
C00440,Consumer,East,Paid Search,Pro,2025-01-10,Active,,
C00441,Consumer,North,Paid Search,Premium,2025-05-02,Active,,
C00442,Enterprise,East,Social,Basic,2026-02-05,Active,,
C00443,Consumer,North,Partner,Pro,2025-05-25,Active,,
C00444,Consumer,West,Partner,Pro,2026-03-27,Active,,
C00445,SMB,South,Referral,Basic,2026-03-22,Active,,
C00446,Enterprise,West,Paid Search,Pro,2025-08-11,Active,,
C00447,Enterprise,South,Social,Basic,2026-01-06,Active,,
C00448,SMB,East,Organic,Pro,2025-09-14,Churned,2026-04-23,Competitor
C00449,Consumer,West,Referral,Premium,2025-09-25,Churned,2026-03-11,Price
C00450,Consumer,West,Paid Search,Basic,2025-12-25,Churned,2026-04-10,Price
C00451,SMB,South,Referral,Premium,2025-01-04,Active,,
C00452,SMB,South,Organic,Pro,2026-03-02,Active,,
C00453,Consumer,South,Organic,Premium,2026-02-01,Active,,
C00454,Enterprise,North,Partner,Pro,2025-12-20,Active,,
C00455,Consumer,South,Organic,Pro,2025-04-16,Churned,2026-06-13,Support Issues
C00456,Consumer,East,Referral,Basic,2025-03-26,Active,,
C00457,Consumer,North,Organic,Premium,2025-08-02,Active,,
C00458,Consumer,South,Organic,Basic,2025-05-01,Churned,2026-02-03,Low Usage
C00459,Consumer,North,Organic,Premium,2025-05-12,Active,,
C00460,Consumer,North,Organic,Premium,2025-12-04,Churned,2026-03-02,Poor Experience
C00461,Consumer,West,Partner,Basic,2025-07-16,Active,,
C00462,SMB,North,Paid Search,Basic,2025-01-19,Active,,
C00463,SMB,East,Partner,Pro,2025-05-10,Active,,
C00464,SMB,North,Referral,Basic,2025-01-12,Active,,
C00465,Enterprise,East,Paid Search,Premium,2025-03-22,Active,,
C00466,Consumer,East,Referral,Basic,2025-11-26,Active,,
C00467,Consumer,South,Referral,Basic,2025-12-20,Active,,
C00468,Enterprise,East,Social,Premium,2025-09-19,Active,,
C00469,Consumer,South,Paid Search,Pro,2026-01-27,Active,,
C00470,Enterprise,East,Paid Search,Premium,2025-05-05,Churned,2026-03-24,Competitor
C00471,Consumer,North,Partner,Basic,2025-11-03,Active,,
C00472,Enterprise,East,Partner,Pro,2025-09-24,Active,,
C00473,Consumer,East,Partner,Pro,2026-03-23,Active,,
C00474,Enterprise,West,Paid Search,Pro,2026-03-17,Churned,2026-04-16,Price
C00475,Consumer,West,Social,Pro,2026-01-18,Active,,
C00476,Enterprise,South,Paid Search,Pro,2025-05-20,Active,,
C00477,Consumer,South,Paid Search,Pro,2025-11-25,Active,,
C00478,SMB,North,Organic,Basic,2025-01-02,Active,,
C00479,Enterprise,South,Referral,Pro,2025-01-08,Active,,
C00480,Consumer,West,Organic,Basic,2025-09-07,Churned,2026-04-24,Low Usage
C00481,SMB,North,Paid Search,Pro,2025-05-19,Active,,
C00482,SMB,East,Partner,Basic,2025-05-04,Active,,
C00483,Consumer,West,Organic,Pro,2025-11-05,Active,,
C00484,SMB,East,Organic,Pro,2025-08-16,Churned,2026-06-06,Price
C00485,SMB,South,Organic,Basic,2025-01-10,Active,,
C00486,Enterprise,East,Partner,Basic,2026-04-14,Active,,
C00487,Consumer,East,Referral,Basic,2025-07-31,Churned,2026-03-20,Poor Experience
C00488,Consumer,North,Paid Search,Pro,2025-04-22,Active,,
C00489,Enterprise,West,Social,Premium,2025-01-08,Churned,2026-06-12,Support Issues
C00490,Enterprise,West,Social,Basic,2025-10-19,Active,,
C00491,Consumer,South,Paid Search,Pro,2026-04-22,Active,,
C00492,SMB,North,Referral,Basic,2025-12-28,Active,,
C00493,Consumer,North,Social,Pro,2026-04-05,Active,,
C00494,Consumer,South,Referral,Premium,2025-09-10,Active,,
C00495,Consumer,North,Organic,Basic,2025-01-14,Churned,2026-03-19,Competitor
C00496,Consumer,South,Partner,Pro,2025-08-28,Active,,
C00497,SMB,South,Referral,Basic,2026-03-14,Active,,
C00498,Consumer,South,Paid Search,Basic,2025-08-30,Active,,
C00499,Enterprise,East,Paid Search,Basic,2026-04-14,Active,,
C00500,Enterprise,North,Organic,Basic,2025-12-08,Active,,
C00501,SMB,East,Organic,Pro,2025-05-29,Churned,2026-02-01,Poor Experience
C00502,Consumer,North,Social,Pro,2025-08-24,Churned,2026-03-01,Low Usage
C00503,Consumer,South,Organic,Pro,2025-11-02,Active,,
C00504,SMB,North,Paid Search,Basic,2026-04-23,Active,,
C00505,SMB,North,Referral,Basic,2025-06-16,Churned,2026-03-07,Price
C00506,Consumer,South,Organic,Pro,2025-01-20,Active,,
C00507,Enterprise,West,Partner,Premium,2025-08-04,Active,,
C00508,SMB,South,Organic,Basic,2025-12-09,Active,,
C00509,Enterprise,West,Paid Search,Premium,2025-05-15,Active,,
C00510,SMB,West,Paid Search,Pro,2026-01-28,Active,,
C00511,SMB,South,Organic,Pro,2025-05-09,Active,,
C00512,Consumer,South,Organic,Pro,2026-02-14,Active,,
C00513,Enterprise,West,Social,Basic,2026-02-26,Churned,2026-06-23,Competitor
C00514,Enterprise,North,Partner,Basic,2025-10-21,Active,,
C00515,Consumer,South,Organic,Pro,2025-09-03,Active,,
C00516,Consumer,East,Referral,Basic,2025-07-08,Churned,2026-06-25,Low Usage
C00517,Consumer,South,Social,Premium,2025-02-13,Churned,2026-03-26,Poor Experience
C00518,SMB,West,Social,Basic,2025-03-27,Churned,2026-05-09,Low Usage
C00519,Enterprise,East,Paid Search,Basic,2025-02-13,Active,,
C00520,Consumer,South,Paid Search,Pro,2025-11-26,Active,,
C00521,SMB,South,Paid Search,Basic,2026-01-10,Active,,
C00522,Consumer,South,Social,Pro,2026-03-22,Churned,2026-03-14,Competitor
C00523,Enterprise,South,Social,Pro,2026-01-13,Active,,
C00524,SMB,South,Organic,Premium,2026-01-25,Active,,
C00525,SMB,West,Paid Search,Pro,2025-05-25,Churned,2026-03-07,Price
C00526,Consumer,South,Partner,Pro,2025-02-20,Active,,
C00527,Consumer,North,Social,Pro,2025-08-30,Active,,
C00528,Consumer,East,Partner,Premium,2025-10-21,Active,,
C00529,Consumer,East,Social,Basic,2026-02-12,Active,,
C00530,Enterprise,West,Paid Search,Basic,2025-02-20,Churned,2026-02-27,Price
C00531,SMB,South,Referral,Basic,2025-09-23,Churned,2026-04-03,Price
C00532,Enterprise,West,Referral,Basic,2025-04-30,Active,,
C00533,Enterprise,North,Organic,Pro,2025-07-19,Active,,
C00534,SMB,North,Referral,Pro,2026-02-09,Active,,
C00535,SMB,South,Social,Pro,2025-09-05,Active,,
C00536,Enterprise,East,Organic,Basic,2025-03-11,Active,,
C00537,SMB,North,Social,Pro,2025-12-07,Active,,
C00538,Consumer,South,Referral,Basic,2025-02-26,Active,,
C00539,Consumer,North,Partner,Pro,2026-01-17,Churned,2026-05-17,Poor Experience
C00540,Consumer,North,Organic,Pro,2025-02-08,Active,,
C00541,Enterprise,East,Organic,Basic,2026-04-17,Active,,
C00542,SMB,West,Referral,Basic,2025-10-16,Active,,
C00543,Consumer,West,Paid Search,Basic,2026-03-19,Churned,2026-05-07,Price
C00544,SMB,South,Social,Premium,2025-01-18,Active,,
C00545,SMB,North,Social,Premium,2026-03-16,Churned,2026-02-16,Low Usage
C00546,Consumer,North,Organic,Pro,2025-08-08,Active,,
C00547,Consumer,South,Referral,Basic,2025-11-09,Active,,
C00548,SMB,South,Referral,Basic,2025-09-01,Active,,
C00549,Consumer,West,Paid Search,Pro,2025-12-18,Active,,
C00550,SMB,South,Partner,Pro,2026-04-05,Active,,
C00551,Consumer,North,Social,Basic,2025-10-31,Active,,
C00552,Enterprise,South,Referral,Basic,2025-10-25,Churned,2026-06-12,Support Issues
C00553,SMB,South,Social,Pro,2025-10-10,Active,,
C00554,SMB,South,Paid Search,Basic,2025-03-15,Active,,
C00555,Enterprise,East,Partner,Basic,2025-04-20,Active,,
C00556,Consumer,West,Referral,Basic,2025-06-29,Active,,
C00557,Consumer,East,Social,Pro,2026-03-02,Active,,
C00558,Consumer,North,Partner,Premium,2025-02-01,Churned,2026-04-11,Poor Experience
C00559,SMB,South,Organic,Premium,2025-08-22,Active,,
C00560,SMB,North,Social,Pro,2025-10-09,Active,,
C00561,SMB,North,Organic,Pro,2025-01-25,Active,,
C00562,Consumer,East,Paid Search,Basic,2025-11-27,Active,,
C00563,Consumer,South,Paid Search,Pro,2025-10-06,Active,,
C00564,Consumer,North,Partner,Basic,2025-08-14,Active,,
C00565,Consumer,South,Partner,Pro,2025-02-26,Active,,
C00566,SMB,North,Social,Basic,2025-06-29,Active,,
C00567,Consumer,West,Social,Basic,2025-08-20,Active,,
C00568,Consumer,North,Referral,Basic,2026-01-17,Churned,2026-02-02,Competitor
C00569,Enterprise,North,Partner,Basic,2025-12-09,Active,,
C00570,Consumer,North,Paid Search,Basic,2026-04-22,Active,,
C00571,Consumer,North,Paid Search,Basic,2025-10-14,Churned,2026-03-06,Poor Experience
C00572,SMB,West,Organic,Premium,2025-03-05,Active,,
C00573,Consumer,East,Social,Pro,2026-03-31,Churned,2026-06-13,Poor Experience
C00574,SMB,East,Social,Pro,2025-08-20,Active,,
C00575,Enterprise,West,Paid Search,Premium,2025-10-16,Active,,
C00576,Enterprise,South,Organic,Premium,2025-08-01,Active,,
C00577,Consumer,West,Social,Pro,2025-09-15,Active,,
C00578,Enterprise,North,Organic,Premium,2025-01-18,Active,,
C00579,Consumer,South,Social,Basic,2025-06-24,Active,,
C00580,Consumer,East,Partner,Basic,2026-02-21,Active,,
C00581,Consumer,South,Paid Search,Basic,2025-08-17,Churned,2026-04-14,Low Usage
C00582,Enterprise,East,Organic,Pro,2025-08-14,Active,,
C00583,Consumer,North,Social,Pro,2025-03-25,Active,,
C00584,Consumer,West,Social,Basic,2025-10-18,Active,,
C00585,SMB,West,Referral,Basic,2026-03-11,Active,,
C00586,Consumer,East,Partner,Pro,2026-01-05,Active,,
C00587,Consumer,West,Organic,Basic,2025-09-03,Churned,2026-04-13,Poor Experience
C00588,Consumer,West,Referral,Pro,2026-02-06,Active,,
C00589,Consumer,South,Social,Pro,2025-04-20,Active,,
C00590,Consumer,North,Partner,Pro,2025-09-11,Active,,
C00591,Consumer,South,Organic,Pro,2025-03-29,Active,,
C00592,SMB,West,Social,Premium,2025-03-13,Churned,2026-05-28,Low Usage
C00593,Consumer,North,Referral,Pro,2026-01-16,Active,,
C00594,Consumer,West,Paid Search,Pro,2025-01-30,Active,,
C00595,Enterprise,South,Organic,Pro,2025-06-21,Active,,
C00596,Consumer,South,Partner,Basic,2025-11-05,Churned,2026-06-24,Low Usage
C00597,SMB,West,Organic,Basic,2026-01-29,Active,,
C00598,Consumer,South,Paid Search,Basic,2025-12-09,Active,,
C00599,Consumer,South,Paid Search,Pro,2026-03-12,Active,,
C00600,Consumer,South,Partner,Pro,2025-06-26,Active,,
C00601,Consumer,East,Referral,Premium,2025-05-19,Active,,
C00602,Consumer,West,Social,Basic,2025-07-13,Churned,2026-02-13,Price
C00603,Consumer,North,Organic,Basic,2025-07-05,Active,,
C00604,Consumer,South,Referral,Premium,2025-08-06,Active,,
C00605,Consumer,North,Referral,Basic,2025-06-13,Churned,2026-02-13,Competitor
C00606,Consumer,West,Social,Pro,2025-06-10,Active,,
C00607,Consumer,West,Partner,Pro,2026-03-07,Active,,
C00608,Consumer,South,Organic,Pro,2025-01-13,Churned,2026-06-09,Low Usage
C00609,Consumer,South,Referral,Basic,2025-10-23,Active,,
C00610,SMB,South,Organic,Basic,2025-03-30,Churned,2026-05-18,Price
C00611,Consumer,West,Referral,Basic,2025-11-20,Churned,2026-05-17,Low Usage
C00612,SMB,West,Paid Search,Pro,2025-02-11,Active,,
C00613,SMB,South,Paid Search,Pro,2026-02-07,Active,,
C00614,Consumer,South,Paid Search,Basic,2025-07-29,Active,,
C00615,Enterprise,South,Referral,Pro,2025-08-17,Active,,
C00616,Enterprise,East,Paid Search,Premium,2025-12-16,Active,,
C00617,Consumer,South,Social,Basic,2025-10-02,Churned,2026-02-23,Price
C00618,Consumer,West,Paid Search,Pro,2026-03-18,Active,,
C00619,SMB,West,Organic,Pro,2025-10-06,Active,,
C00620,SMB,North,Social,Basic,2025-09-08,Active,,
C00621,Consumer,South,Paid Search,Basic,2025-11-06,Active,,
C00622,Consumer,South,Paid Search,Pro,2025-07-27,Active,,
C00623,Consumer,West,Referral,Premium,2025-11-17,Active,,
C00624,Consumer,West,Paid Search,Premium,2025-05-20,Active,,
C00625,SMB,West,Organic,Pro,2025-10-07,Active,,
C00626,Consumer,North,Paid Search,Pro,2025-02-03,Active,,
C00627,Consumer,South,Partner,Basic,2025-11-05,Active,,
C00628,SMB,East,Referral,Pro,2026-01-27,Active,,
C00629,Consumer,West,Referral,Pro,2025-01-18,Active,,
C00630,Consumer,South,Referral,Basic,2025-02-26,Churned,2026-06-29,Price
C00631,SMB,East,Organic,Pro,2025-04-22,Churned,2026-04-24,Price
C00632,Enterprise,West,Paid Search,Pro,2025-01-05,Active,,
C00633,Consumer,West,Social,Basic,2026-02-14,Active,,
C00634,Consumer,West,Organic,Premium,2026-02-18,Active,,
C00635,Consumer,East,Organic,Basic,2025-07-01,Churned,2026-02-06,Poor Experience
C00636,Consumer,West,Organic,Basic,2025-01-13,Active,,
C00637,Consumer,South,Paid Search,Basic,2025-12-05,Active,,
C00638,Consumer,North,Partner,Pro,2025-10-12,Churned,2026-04-10,Poor Experience
C00639,Consumer,East,Organic,Pro,2025-09-16,Active,,
C00640,Consumer,South,Referral,Basic,2025-03-31,Active,,
C00641,Consumer,North,Organic,Pro,2025-04-14,Active,,
C00642,Consumer,North,Partner,Basic,2026-01-14,Active,,
C00643,Consumer,North,Organic,Pro,2025-07-05,Active,,
C00644,Consumer,West,Paid Search,Pro,2025-09-07,Active,,
C00645,Consumer,East,Social,Basic,2025-09-12,Churned,2026-04-05,Price
C00646,Enterprise,South,Social,Premium,2025-03-17,Active,,
C00647,SMB,South,Paid Search,Basic,2026-01-21,Churned,2026-02-02,Price
C00648,SMB,South,Paid Search,Basic,2026-04-04,Active,,
C00649,SMB,East,Paid Search,Pro,2025-04-18,Active,,
C00650,Consumer,West,Organic,Premium,2025-06-05,Churned,2026-04-24,Price
C00651,Consumer,South,Organic,Basic,2025-03-23,Churned,2026-06-19,Poor Experience
C00652,Consumer,East,Paid Search,Basic,2025-03-18,Active,,
C00653,SMB,East,Organic,Basic,2026-04-30,Active,,
C00654,SMB,East,Paid Search,Pro,2026-04-15,Active,,
C00655,Consumer,East,Referral,Basic,2026-04-05,Churned,2026-03-10,Low Usage
C00656,Consumer,South,Partner,Pro,2025-09-15,Churned,2026-05-08,Poor Experience
C00657,Consumer,West,Referral,Premium,2025-05-07,Active,,
C00658,Consumer,North,Organic,Pro,2026-04-30,Active,,
C00659,SMB,East,Organic,Basic,2026-01-26,Churned,2026-05-24,Support Issues
C00660,SMB,West,Partner,Basic,2025-10-09,Active,,
C00661,Consumer,West,Paid Search,Basic,2026-04-19,Active,,
C00662,Enterprise,West,Organic,Premium,2025-03-29,Active,,
C00663,SMB,South,Referral,Basic,2025-07-23,Active,,
C00664,Consumer,North,Referral,Basic,2025-01-16,Active,,
C00665,Consumer,East,Referral,Pro,2025-05-31,Active,,
C00666,Consumer,East,Organic,Pro,2026-02-28,Active,,
C00667,Consumer,South,Organic,Pro,2025-09-11,Active,,
C00668,Consumer,South,Partner,Basic,2025-07-07,Churned,2026-06-14,Price
C00669,Consumer,South,Organic,Premium,2025-11-25,Active,,
C00670,Consumer,West,Referral,Premium,2025-02-01,Active,,
C00671,Consumer,East,Social,Pro,2025-09-28,Churned,2026-04-05,Competitor
C00672,Enterprise,South,Referral,Premium,2026-04-30,Active,,
C00673,Consumer,North,Paid Search,Basic,2026-02-01,Active,,
C00674,Consumer,East,Organic,Pro,2025-01-05,Churned,2026-05-10,Price
C00675,Consumer,West,Referral,Pro,2026-04-04,Churned,2026-06-07,Support Issues
C00676,Enterprise,North,Partner,Pro,2025-11-26,Active,,
C00677,Consumer,West,Partner,Basic,2025-11-04,Active,,
C00678,Consumer,North,Organic,Basic,2025-11-29,Active,,
C00679,Enterprise,South,Organic,Basic,2025-06-18,Active,,
C00680,Enterprise,West,Partner,Basic,2025-06-30,Active,,
C00681,SMB,West,Social,Basic,2026-01-01,Active,,
C00682,Consumer,East,Partner,Pro,2025-06-27,Active,,
C00683,Consumer,West,Organic,Basic,2025-05-23,Churned,2026-03-02,Low Usage
C00684,SMB,West,Referral,Basic,2025-12-28,Active,,
C00685,Enterprise,South,Social,Pro,2025-09-05,Active,,
C00686,SMB,North,Referral,Pro,2025-05-07,Active,,
C00687,SMB,South,Paid Search,Premium,2025-09-20,Active,,
C00688,Consumer,South,Organic,Pro,2025-02-09,Churned,2026-06-12,Price
C00689,SMB,West,Referral,Basic,2026-02-16,Churned,2026-06-12,Low Usage
C00690,Consumer,East,Organic,Premium,2026-02-20,Churned,2026-02-12,Low Usage
C00691,Consumer,South,Paid Search,Pro,2025-12-21,Active,,
C00692,Consumer,North,Partner,Basic,2025-09-12,Active,,
C00693,Consumer,West,Paid Search,Pro,2025-05-23,Active,,
C00694,Consumer,South,Social,Premium,2025-08-28,Churned,2026-06-29,Low Usage
C00695,Consumer,North,Organic,Basic,2025-08-16,Active,,
C00696,SMB,West,Referral,Basic,2025-12-07,Active,,
C00697,Consumer,West,Partner,Basic,2025-07-17,Active,,
C00698,SMB,South,Organic,Basic,2025-03-06,Churned,2026-02-08,Low Usage
C00699,Consumer,North,Organic,Pro,2026-01-23,Active,,
C00700,Consumer,West,Paid Search,Pro,2025-01-11,Active,,
C00701,Consumer,North,Organic,Basic,2025-04-18,Active,,
C00702,Consumer,South,Social,Premium,2025-01-26,Churned,2026-06-12,Competitor
C00703,Consumer,West,Partner,Pro,2026-03-21,Active,,
C00704,Consumer,South,Paid Search,Pro,2026-02-25,Active,,
C00705,Consumer,West,Organic,Premium,2025-05-31,Churned,2026-06-20,Low Usage
C00706,Enterprise,South,Paid Search,Basic,2025-08-09,Active,,
C00707,Consumer,East,Social,Pro,2025-12-07,Active,,
C00708,SMB,North,Organic,Pro,2025-08-25,Churned,2026-02-21,Competitor
C00709,Consumer,North,Referral,Premium,2025-08-25,Active,,
C00710,SMB,South,Referral,Pro,2025-08-07,Churned,2026-05-29,Poor Experience
C00711,SMB,South,Referral,Basic,2026-02-28,Active,,
C00712,SMB,East,Organic,Premium,2026-04-06,Active,,
C00713,Consumer,East,Social,Basic,2025-05-31,Churned,2026-04-19,Price
C00714,Consumer,North,Organic,Premium,2025-05-03,Churned,2026-05-19,Support Issues
C00715,Consumer,North,Organic,Premium,2025-05-24,Active,,
C00716,Enterprise,West,Partner,Basic,2026-04-23,Active,,
C00717,SMB,East,Social,Pro,2025-07-08,Active,,
C00718,Enterprise,West,Organic,Basic,2025-09-12,Active,,
C00719,Consumer,North,Organic,Basic,2025-03-09,Churned,2026-02-08,Low Usage
C00720,SMB,North,Organic,Pro,2025-04-14,Active,,
C00721,Enterprise,West,Organic,Pro,2025-12-02,Active,,
C00722,Consumer,South,Organic,Premium,2025-06-08,Churned,2026-04-24,Competitor
C00723,Consumer,West,Organic,Pro,2025-11-05,Churned,2026-05-09,Poor Experience
C00724,SMB,North,Paid Search,Pro,2025-12-28,Active,,
C00725,SMB,West,Social,Premium,2026-02-13,Active,,
C00726,SMB,South,Referral,Premium,2025-10-27,Active,,
C00727,Consumer,West,Referral,Basic,2026-01-31,Active,,
C00728,SMB,North,Organic,Premium,2025-03-31,Active,,
C00729,Consumer,West,Partner,Basic,2025-12-23,Active,,
C00730,Consumer,South,Social,Premium,2025-09-13,Active,,
C00731,Consumer,West,Social,Basic,2025-12-19,Churned,2026-03-07,Poor Experience
C00732,SMB,West,Social,Basic,2025-08-08,Churned,2026-04-01,Price
C00733,SMB,West,Partner,Pro,2025-01-09,Active,,
C00734,Consumer,West,Referral,Pro,2025-01-12,Active,,
C00735,Consumer,West,Organic,Basic,2025-11-21,Active,,
C00736,Enterprise,West,Referral,Basic,2026-03-14,Active,,
C00737,Consumer,South,Social,Pro,2025-09-01,Churned,2026-06-19,Price
C00738,SMB,East,Social,Premium,2025-07-01,Churned,2026-03-07,Price
C00739,Consumer,North,Referral,Basic,2025-10-11,Active,,
C00740,Consumer,South,Organic,Basic,2025-11-08,Active,,
C00741,Consumer,South,Paid Search,Pro,2025-04-09,Churned,2026-06-15,Support Issues
C00742,Consumer,North,Partner,Basic,2025-07-16,Churned,2026-03-01,Competitor
C00743,SMB,West,Referral,Premium,2026-04-27,Active,,
C00744,Consumer,West,Referral,Premium,2026-01-01,Churned,2026-03-29,Low Usage
C00745,Consumer,West,Organic,Pro,2025-08-14,Active,,
C00746,Enterprise,North,Paid Search,Basic,2025-11-29,Active,,
C00747,Consumer,North,Partner,Pro,2025-04-13,Active,,
C00748,Consumer,South,Referral,Pro,2025-04-16,Active,,
C00749,Enterprise,North,Social,Premium,2025-12-31,Active,,
C00750,SMB,North,Paid Search,Pro,2026-01-03,Active,,
C00751,Consumer,South,Referral,Pro,2025-02-27,Active,,
C00752,Enterprise,South,Organic,Pro,2025-03-19,Active,,
C00753,SMB,West,Social,Basic,2025-03-16,Churned,2026-02-23,Support Issues
C00754,Consumer,West,Paid Search,Premium,2025-02-11,Active,,
C00755,Consumer,East,Paid Search,Pro,2026-02-26,Active,,
C00756,SMB,East,Referral,Pro,2025-11-20,Active,,
C00757,SMB,West,Partner,Basic,2025-06-30,Active,,
C00758,Consumer,North,Organic,Pro,2025-02-02,Active,,
C00759,Enterprise,West,Social,Pro,2025-03-12,Active,,
C00760,SMB,West,Paid Search,Basic,2025-02-25,Active,,
C00761,Consumer,South,Paid Search,Basic,2025-04-15,Active,,
C00762,Consumer,North,Organic,Pro,2025-07-19,Churned,2026-04-21,Low Usage
C00763,Consumer,East,Paid Search,Pro,2025-04-11,Churned,2026-06-16,Price
C00764,SMB,North,Referral,Pro,2025-09-13,Active,,
C00765,Consumer,West,Organic,Basic,2025-11-03,Churned,2026-03-05,Support Issues
C00766,SMB,West,Paid Search,Pro,2025-03-15,Churned,2026-06-11,Support Issues
C00767,SMB,South,Partner,Basic,2025-06-20,Churned,2026-06-07,Low Usage
C00768,Enterprise,North,Organic,Pro,2026-01-12,Active,,
C00769,Consumer,North,Social,Basic,2025-05-23,Churned,2026-02-13,Competitor
C00770,SMB,South,Paid Search,Basic,2025-06-15,Active,,
C00771,Consumer,South,Referral,Basic,2026-02-03,Active,,
C00772,SMB,East,Organic,Basic,2025-09-18,Active,,
C00773,Consumer,South,Organic,Basic,2025-08-09,Active,,
C00774,Consumer,North,Organic,Basic,2025-03-24,Active,,
C00775,SMB,South,Organic,Pro,2025-07-01,Active,,
C00776,Consumer,East,Organic,Pro,2025-11-03,Active,,
C00777,Consumer,South,Referral,Basic,2025-01-10,Churned,2026-04-26,Price
C00778,SMB,North,Partner,Premium,2026-01-31,Active,,
C00779,SMB,East,Social,Basic,2025-01-04,Active,,
C00780,SMB,East,Referral,Pro,2025-12-17,Active,,
C00781,SMB,South,Organic,Basic,2026-02-06,Churned,2026-02-27,Low Usage
C00782,Consumer,West,Paid Search,Basic,2025-12-02,Churned,2026-02-01,Competitor
C00783,Consumer,North,Paid Search,Pro,2025-10-19,Churned,2026-03-14,Poor Experience
C00784,Consumer,North,Organic,Pro,2025-10-08,Active,,
C00785,Consumer,South,Referral,Premium,2025-08-03,Active,,
C00786,Enterprise,South,Referral,Pro,2026-04-05,Churned,2026-04-03,Low Usage
C00787,SMB,West,Paid Search,Premium,2025-04-08,Active,,
C00788,Consumer,North,Paid Search,Basic,2026-02-24,Active,,
C00789,Consumer,North,Social,Basic,2025-04-11,Active,,
C00790,Enterprise,West,Social,Basic,2026-03-27,Active,,
C00791,Consumer,West,Paid Search,Basic,2025-01-09,Churned,2026-04-18,Poor Experience
C00792,SMB,South,Partner,Pro,2025-03-02,Active,,
C00793,Consumer,West,Partner,Pro,2025-11-05,Active,,
C00794,SMB,South,Paid Search,Basic,2025-05-26,Churned,2026-03-28,Support Issues
C00795,Consumer,West,Paid Search,Premium,2026-03-03,Active,,
C00796,Enterprise,West,Referral,Premium,2026-02-23,Churned,2026-04-18,Low Usage
C00797,Enterprise,East,Partner,Basic,2025-03-04,Active,,
C00798,SMB,South,Partner,Basic,2025-05-01,Active,,
C00799,SMB,South,Organic,Basic,2025-08-14,Churned,2026-05-27,Low Usage
C00800,Enterprise,South,Paid Search,Basic,2025-04-15,Active,,
C00801,SMB,South,Referral,Basic,2026-04-07,Active,,
C00802,Consumer,South,Referral,Pro,2025-09-17,Active,,
C00803,SMB,East,Organic,Basic,2025-12-15,Churned,2026-04-24,Price
C00804,SMB,South,Partner,Basic,2026-03-01,Active,,
C00805,Consumer,South,Referral,Premium,2025-09-12,Churned,2026-06-03,Price
C00806,SMB,West,Social,Pro,2026-03-05,Active,,
C00807,Enterprise,North,Partner,Premium,2026-03-10,Active,,
C00808,Enterprise,West,Social,Basic,2025-07-26,Active,,
C00809,Consumer,South,Paid Search,Basic,2025-01-28,Active,,
C00810,Consumer,North,Referral,Pro,2025-06-19,Active,,
C00811,Enterprise,South,Organic,Basic,2025-12-02,Active,,
C00812,SMB,South,Referral,Basic,2025-03-17,Active,,
C00813,Consumer,East,Organic,Pro,2025-04-26,Churned,2026-06-04,Poor Experience
C00814,Enterprise,South,Referral,Pro,2025-03-10,Active,,
C00815,Enterprise,North,Organic,Basic,2025-12-20,Active,,
C00816,Consumer,North,Organic,Pro,2025-08-22,Active,,
C00817,SMB,North,Organic,Basic,2025-01-01,Active,,
C00818,Consumer,East,Organic,Basic,2025-06-16,Active,,
C00819,Consumer,South,Social,Basic,2025-12-18,Active,,
