order_id,customer_id,order_date,product_category,gross_amount,discount_pct,net_amount,order_status
O000800,C00158,2026-06-09,Grocery,908.95,0.0,908.95,Completed
O000801,C00158,2026-03-13,Beauty,1426.0,0.1,1283.4,Completed
O000802,C00158,2025-12-08,Sports,2866.27,0.1,2579.64,Completed
O000803,C00158,2026-06-20,Electronics,8035.94,0.05,7634.14,Completed
O000804,C00158,2026-01-17,Sports,878.65,0.0,878.65,Completed
O000805,C00158,2026-04-15,Sports,2030.59,0.0,2030.59,Completed
O000806,C00159,2026-03-31,Electronics,6210.15,0.05,5899.64,Completed
O000807,C00159,2026-01-24,Beauty,239.94,0.05,227.94,Completed
O000808,C00159,2025-12-26,Home,3146.7,0.2,2517.36,Completed
O000809,C00160,2026-04-29,Home,2372.93,0.2,1898.34,Completed
O000810,C00160,2026-03-27,Grocery,634.94,0.05,603.19,Completed
O000811,C00160,2026-06-07,Electronics,9553.46,0.2,7642.77,Completed
O000812,C00160,2026-05-24,Grocery,290.76,0.15,247.15,Completed
O000813,C00160,2026-04-11,Beauty,1363.57,0.05,1295.39,Cancelled
O000814,C00160,2026-05-01,Home,2619.14,0.15,2226.27,Completed
O000815,C00160,2026-04-17,Electronics,5015.5,0.15,4263.18,Completed
O000816,C00160,2026-04-05,Beauty,1100.52,0.1,990.47,Completed
O000817,C00160,2026-04-12,Home,150.0,0.0,150.0,Completed
O000818,C00161,2026-03-14,Home,3187.69,0.15,2709.54,Completed
O000819,C00162,2026-05-31,Electronics,9156.61,0.0,9156.61,Completed
O000820,C00162,2025-08-05,Sports,1603.22,0.05,1523.06,Cancelled
O000821,C00162,2025-12-30,Grocery,1072.64,0.05,1019.01,Completed
O000822,C00162,2026-05-31,Grocery,478.06,0.05,454.16,Completed
O000823,C00162,2025-12-22,Grocery,1241.85,0.0,1241.85,Completed
O000824,C00162,2026-04-01,Grocery,912.14,0.15,775.32,Completed
O000825,C00162,2025-10-19,Beauty,2073.56,0.0,2073.56,Completed
O000826,C00162,2025-07-23,Sports,2476.95,0.0,2476.95,Completed
O000827,C00162,2025-06-10,Sports,2442.12,0.0,2442.12,Completed
O000828,C00163,2026-02-09,Beauty,1224.11,0.2,979.29,Completed
O000829,C00163,2026-05-10,Beauty,2171.72,0.2,1737.38,Completed
O000830,C00163,2026-03-19,Electronics,8226.27,0.1,7403.64,Completed
O000831,C00163,2026-01-17,Grocery,1176.16,0.05,1117.35,Completed
O000832,C00163,2025-11-06,Beauty,1040.56,0.0,1040.56,Completed
O000833,C00163,2026-02-14,Sports,1139.27,0.0,1139.27,Cancelled
O000834,C00163,2025-10-28,Electronics,10367.81,0.05,9849.42,Completed
O000835,C00163,2026-01-21,Beauty,532.58,0.05,505.95,Completed
O000836,C00163,2025-11-07,Electronics,4027.13,0.05,3825.77,Completed
O000837,C00163,2026-03-25,Grocery,546.93,0.05,519.58,Completed
O000838,C00163,2026-02-25,Sports,2193.27,0.0,2193.27,Returned
O000839,C00163,2026-02-14,Grocery,1416.38,0.05,1345.56,Returned
O000840,C00163,2026-03-09,Electronics,8954.09,0.1,8058.68,Completed
O000841,C00163,2026-02-11,Grocery,1027.23,0.15,873.15,Completed
O000842,C00164,2026-03-23,Home,2686.9,0.0,2686.9,Completed
O000843,C00164,2025-10-05,Grocery,631.05,0.0,631.05,Completed
O000844,C00165,2026-03-18,Grocery,697.4,0.05,662.53,Completed
O000845,C00166,2025-06-16,Electronics,8136.11,0.15,6915.69,Completed
O000846,C00166,2026-04-19,Electronics,10639.98,0.05,10107.98,Completed
O000847,C00166,2025-12-30,Electronics,11012.77,0.1,9911.49,Completed
O000848,C00166,2026-06-13,Home,2811.64,0.15,2389.89,Returned
O000849,C00166,2025-02-22,Home,2655.8,0.0,2655.8,Completed
O000850,C00167,2026-05-10,Sports,1694.4,0.05,1609.68,Completed
O000851,C00167,2026-06-23,Grocery,1051.31,0.15,893.61,Completed
O000852,C00167,2025-12-18,Beauty,1262.35,0.15,1073.0,Completed
O000853,C00167,2026-04-06,Beauty,1314.67,0.0,1314.67,Returned
O000854,C00168,2025-10-14,Sports,3519.92,0.0,3519.92,Completed
O000855,C00168,2026-04-30,Beauty,867.24,0.1,780.52,Completed
O000856,C00168,2026-03-12,Grocery,1293.67,0.1,1164.3,Completed
O000857,C00169,2025-08-29,Beauty,1459.9,0.0,1459.9,Completed
O000858,C00169,2025-09-05,Beauty,1194.71,0.1,1075.24,Completed
O000859,C00169,2025-09-20,Grocery,691.78,0.1,622.6,Completed
O000860,C00169,2026-02-16,Beauty,1147.68,0.05,1090.3,Completed
O000861,C00170,2026-04-21,Grocery,671.55,0.0,671.55,Completed
O000862,C00170,2026-04-08,Beauty,1179.27,0.05,1120.31,Completed
O000863,C00170,2026-03-30,Grocery,1361.7,0.0,1361.7,Completed
O000864,C00170,2026-06-12,Home,2021.82,0.05,1920.73,Completed
O000865,C00171,2026-04-02,Beauty,1977.34,0.05,1878.47,Completed
O000866,C00171,2026-04-23,Home,3199.97,0.05,3039.97,Completed
O000867,C00171,2025-11-17,Beauty,2560.95,0.15,2176.81,Returned
O000868,C00171,2026-04-15,Beauty,2083.76,0.15,1771.2,Completed
O000869,C00171,2025-12-09,Grocery,888.48,0.15,755.21,Completed
O000870,C00171,2025-11-21,Sports,861.89,0.1,775.7,Completed
O000871,C00172,2026-05-27,Beauty,958.78,0.05,910.84,Completed
O000872,C00172,2026-03-25,Beauty,2095.53,0.15,1781.2,Completed
O000873,C00172,2026-05-01,Home,4084.94,0.0,4084.94,Returned
O000874,C00172,2026-04-19,Beauty,1823.39,0.1,1641.05,Completed
O000875,C00172,2026-06-29,Sports,1615.05,0.0,1615.05,Completed
O000876,C00173,2026-05-13,Home,3450.37,0.1,3105.33,Cancelled
O000877,C00173,2026-05-06,Home,2414.43,0.1,2172.99,Completed
O000878,C00173,2026-04-28,Beauty,464.49,0.15,394.82,Completed
O000879,C00173,2026-05-01,Grocery,1080.32,0.1,972.29,Completed
O000880,C00173,2026-06-27,Grocery,1025.07,0.0,1025.07,Completed
O000881,C00174,2026-04-30,Beauty,1615.18,0.05,1534.42,Completed
O000882,C00174,2026-05-12,Grocery,1162.45,0.05,1104.33,Completed
O000883,C00174,2026-06-13,Home,2843.18,0.05,2701.02,Completed
O000884,C00174,2026-05-16,Home,1000.95,0.1,900.86,Completed
O000885,C00174,2026-05-17,Sports,1714.79,0.0,1714.79,Completed
O000886,C00175,2025-08-13,Sports,2642.01,0.0,2642.01,Completed
O000887,C00175,2026-01-24,Home,962.49,0.05,914.37,Completed
O000888,C00175,2026-03-06,Grocery,1271.7,0.15,1080.94,Completed
O000889,C00175,2025-12-14,Sports,3962.37,0.15,3368.01,Cancelled
O000890,C00175,2025-11-18,Grocery,344.58,0.0,344.58,Completed
O000891,C00176,2025-07-15,Beauty,960.63,0.0,960.63,Completed
O000892,C00176,2026-05-03,Sports,150.0,0.0,150.0,Completed
O000893,C00177,2025-08-11,Beauty,797.91,0.1,718.12,Completed
O000894,C00177,2026-04-21,Sports,2223.21,0.0,2223.21,Completed
O000895,C00177,2025-11-09,Sports,2322.57,0.0,2322.57,Completed
O000896,C00177,2026-06-23,Grocery,680.85,0.05,646.81,Returned
O000897,C00177,2026-03-29,Home,4964.35,0.05,4716.13,Returned
O000898,C00178,2026-06-03,Home,4079.94,0.0,4079.94,Completed
O000899,C00178,2026-05-26,Grocery,613.45,0.0,613.45,Completed
O000900,C00178,2025-06-20,Beauty,1772.16,0.0,1772.16,Completed
O000901,C00178,2025-05-07,Sports,1725.08,0.05,1638.83,Completed
O000902,C00178,2025-10-18,Grocery,475.38,0.2,380.3,Completed
O000903,C00178,2025-06-02,Grocery,527.99,0.05,501.59,Completed
O000904,C00178,2026-06-20,Electronics,3879.93,0.0,3879.93,Completed
O000905,C00178,2025-09-03,Electronics,5541.41,0.05,5264.34,Completed
O000906,C00179,2025-09-15,Beauty,1704.46,0.05,1619.24,Completed
O000907,C00179,2026-02-10,Grocery,828.97,0.15,704.62,Completed
O000908,C00179,2025-09-08,Sports,2427.54,0.2,1942.03,Returned
O000909,C00179,2025-08-10,Home,2252.38,0.0,2252.38,Completed
O000910,C00179,2026-02-10,Beauty,1247.08,0.1,1122.37,Completed
O000911,C00179,2025-07-08,Sports,2392.98,0.0,2392.98,Completed
O000912,C00179,2025-07-22,Sports,2822.6,0.0,2822.6,Completed
O000913,C00179,2026-03-09,Beauty,1104.71,0.0,1104.71,Completed
O000914,C00179,2025-10-23,Sports,2201.37,0.1,1981.23,Completed
O000915,C00179,2025-08-05,Beauty,150.0,0.2,120.0,Completed
O000916,C00179,2025-10-17,Electronics,6091.37,0.05,5786.8,Completed
O000917,C00180,2026-04-12,Electronics,6863.64,0.05,6520.46,Completed
O000918,C00180,2026-06-18,Beauty,802.55,0.1,722.3,Completed
O000919,C00180,2026-06-12,Home,2668.56,0.1,2401.7,Completed
O000920,C00180,2026-03-20,Electronics,3395.42,0.05,3225.65,Completed
O000921,C00180,2026-04-08,Sports,2670.44,0.1,2403.4,Completed
O000922,C00180,2026-05-31,Home,2950.53,0.05,2803.0,Returned
O000923,C00181,2026-05-20,Sports,2056.77,0.15,1748.25,Completed
O000924,C00181,2025-12-12,Grocery,1085.54,0.05,1031.26,Completed
O000925,C00181,2025-04-29,Electronics,3656.19,0.0,3656.19,Completed
O000926,C00182,2025-06-24,Beauty,1582.14,0.0,1582.14,Completed
O000927,C00182,2025-10-03,Home,3397.68,0.0,3397.68,Returned
O000928,C00183,2025-11-17,Grocery,887.42,0.1,798.68,Completed
O000929,C00183,2025-11-07,Sports,1025.31,0.1,922.78,Returned
O000930,C00183,2025-04-07,Beauty,834.46,0.05,792.74,Completed
O000931,C00183,2025-06-11,Beauty,974.69,0.0,974.69,Completed
O000932,C00183,2025-04-13,Electronics,6014.08,0.05,5713.38,Completed
O000933,C00183,2025-06-12,Sports,2948.78,0.0,2948.78,Completed
O000934,C00183,2026-01-03,Grocery,1174.93,0.0,1174.93,Completed
O000935,C00183,2025-10-02,Electronics,5684.63,0.05,5400.4,Completed
O000936,C00183,2025-04-07,Sports,1256.75,0.05,1193.91,Completed
O000937,C00184,2026-05-20,Grocery,707.58,0.0,707.58,Completed
O000938,C00184,2026-03-07,Grocery,1059.35,0.1,953.42,Completed
O000939,C00184,2026-05-17,Home,1375.28,0.1,1237.75,Completed
O000940,C00184,2026-06-04,Home,2768.61,0.0,2768.61,Returned
O000941,C00184,2026-04-11,Sports,2524.42,0.15,2145.76,Completed
O000942,C00184,2026-03-05,Grocery,1154.45,0.0,1154.45,Completed
O000943,C00184,2026-04-19,Home,2629.12,0.1,2366.21,Completed
O000944,C00184,2026-05-17,Sports,1678.62,0.0,1678.62,Completed
O000945,C00185,2026-01-26,Electronics,7195.39,0.0,7195.39,Completed
O000946,C00185,2026-04-23,Beauty,1041.69,0.15,885.44,Completed
O000947,C00185,2025-12-27,Grocery,781.75,0.05,742.66,Completed
O000948,C00185,2026-04-28,Grocery,884.62,0.0,884.62,Completed
O000949,C00186,2026-06-08,Grocery,744.29,0.0,744.29,Completed
O000950,C00186,2026-05-09,Electronics,4983.42,0.05,4734.25,Returned
O000951,C00186,2026-04-18,Sports,2610.0,0.15,2218.5,Completed
O000952,C00186,2026-03-05,Sports,1319.01,0.0,1319.01,Completed
O000953,C00186,2026-04-16,Beauty,1748.86,0.1,1573.97,Completed
O000954,C00186,2026-06-03,Electronics,4295.41,0.1,3865.87,Completed
O000955,C00187,2026-04-02,Electronics,6728.53,0.0,6728.53,Completed
O000956,C00187,2026-03-30,Home,773.72,0.15,657.66,Completed
O000957,C00187,2026-06-18,Electronics,2483.65,0.0,2483.65,Completed
O000958,C00187,2026-05-29,Beauty,1200.68,0.15,1020.58,Cancelled
O000959,C00187,2026-02-04,Electronics,1829.71,0.15,1555.25,Completed
O000960,C00188,2025-10-27,Grocery,528.04,0.0,528.04,Completed
O000961,C00188,2025-10-20,Home,790.22,0.05,750.71,Completed
O000962,C00188,2026-06-29,Sports,1674.62,0.15,1423.43,Completed
O000963,C00188,2026-04-21,Sports,2116.07,0.05,2010.27,Completed
O000964,C00188,2026-03-19,Home,1284.83,0.0,1284.83,Completed
O000965,C00188,2026-06-19,Home,3719.65,0.05,3533.67,Completed
O000966,C00188,2025-06-01,Sports,2784.46,0.1,2506.01,Completed
O000967,C00188,2025-05-18,Beauty,1125.21,0.0,1125.21,Completed
O000968,C00188,2025-08-11,Electronics,5298.66,0.1,4768.79,Completed
O000969,C00189,2026-05-17,Home,3811.02,0.0,3811.02,Completed
O000970,C00189,2025-04-28,Beauty,709.63,0.15,603.19,Completed
O000971,C00189,2025-09-12,Grocery,1180.94,0.1,1062.85,Completed
O000972,C00189,2025-10-27,Grocery,549.31,0.0,549.31,Returned
O000973,C00190,2026-01-22,Beauty,1563.03,0.15,1328.58,Completed
O000974,C00190,2025-06-12,Home,1493.51,0.2,1194.81,Returned
O000975,C00190,2025-10-18,Beauty,1278.81,0.1,1150.93,Completed
O000976,C00190,2026-06-28,Electronics,7258.1,0.2,5806.48,Completed
O000977,C00190,2026-04-25,Beauty,1050.11,0.0,1050.11,Completed
O000978,C00191,2025-12-21,Electronics,9180.9,0.05,8721.86,Completed
O000979,C00191,2026-02-08,Sports,2253.05,0.1,2027.74,Completed
O000980,C00191,2026-02-24,Sports,2748.39,0.0,2748.39,Completed
O000981,C00191,2026-02-17,Beauty,1231.12,0.0,1231.12,Completed
O000982,C00191,2025-11-07,Sports,2209.52,0.05,2099.04,Returned
O000983,C00191,2026-04-15,Beauty,882.86,0.15,750.43,Completed
O000984,C00192,2026-05-09,Beauty,2281.54,0.15,1939.31,Completed
O000985,C00192,2025-09-28,Sports,2813.66,0.05,2672.98,Completed
O000986,C00192,2025-09-26,Sports,3457.59,0.05,3284.71,Completed
O000987,C00192,2026-06-21,Home,3589.54,0.0,3589.54,Completed
O000988,C00192,2026-05-23,Beauty,1955.66,0.1,1760.09,Completed
O000989,C00192,2026-01-28,Electronics,10001.26,0.1,9001.13,Completed
O000990,C00192,2025-09-26,Beauty,1501.86,0.15,1276.58,Completed
O000991,C00192,2026-01-15,Beauty,1802.25,0.15,1531.91,Completed
O000992,C00192,2026-04-02,Grocery,612.87,0.2,490.3,Completed
O000993,C00193,2026-05-11,Sports,3026.23,0.05,2874.92,Completed
O000994,C00193,2025-12-21,Sports,2368.33,0.05,2249.91,Completed
O000995,C00193,2026-02-06,Sports,2349.2,0.05,2231.74,Returned
O000996,C00193,2025-11-19,Beauty,1306.14,0.15,1110.22,Completed
O000997,C00193,2026-04-15,Sports,1777.09,0.05,1688.24,Completed
O000998,C00193,2026-01-18,Electronics,4599.44,0.0,4599.44,Completed
O000999,C00193,2025-11-28,Sports,3293.69,0.05,3129.01,Completed
O001000,C00193,2026-02-10,Grocery,640.96,0.05,608.91,Completed
O001001,C00193,2026-06-02,Home,3506.7,0.15,2980.7,Completed
O001002,C00194,2025-05-25,Home,3113.16,0.1,2801.84,Completed
O001003,C00194,2026-03-17,Sports,2154.7,0.0,2154.7,Completed
O001004,C00194,2025-05-27,Home,2583.49,0.15,2195.97,Completed
O001005,C00194,2025-06-13,Home,3429.11,0.0,3429.11,Completed
O001006,C00194,2026-06-12,Beauty,1267.57,0.05,1204.19,Returned
O001007,C00194,2025-11-11,Sports,1987.52,0.0,1987.52,Completed
O001008,C00195,2026-05-12,Electronics,5677.08,0.05,5393.23,Cancelled
O001009,C00195,2026-05-21,Home,2162.36,0.05,2054.24,Completed
O001010,C00195,2026-06-09,Sports,1948.48,0.15,1656.21,Completed
O001011,C00195,2026-03-22,Beauty,909.69,0.0,909.69,Completed
O001012,C00195,2026-04-10,Electronics,4554.66,0.05,4326.93,Completed
O001013,C00196,2026-06-07,Home,4048.19,0.1,3643.37,Completed
O001014,C00196,2026-05-27,Beauty,1011.5,0.0,1011.5,Completed
O001015,C00196,2026-04-23,Beauty,1104.05,0.05,1048.85,Completed
O001016,C00196,2026-06-27,Beauty,2729.67,0.05,2593.19,Completed
O001017,C00197,2026-01-16,Electronics,6297.72,0.0,6297.72,Completed
O001018,C00197,2025-11-20,Home,2125.05,0.15,1806.29,Cancelled
O001019,C00197,2026-03-21,Grocery,454.03,0.1,408.63,Completed
O001020,C00198,2026-06-05,Grocery,1309.82,0.0,1309.82,Completed
O001021,C00198,2026-05-02,Beauty,1307.86,0.15,1111.68,Returned
O001022,C00198,2026-05-20,Sports,2322.94,0.15,1974.5,Completed
O001023,C00198,2026-05-14,Grocery,722.22,0.0,722.22,Completed
O001024,C00198,2026-05-23,Sports,1227.18,0.1,1104.46,Completed
O001025,C00198,2026-05-12,Electronics,9355.36,0.1,8419.82,Returned
O001026,C00198,2026-05-04,Electronics,8062.26,0.1,7256.03,Returned
O001027,C00199,2026-01-03,Home,2438.26,0.0,2438.26,Completed
O001028,C00199,2026-05-17,Sports,2014.97,0.0,2014.97,Returned
O001029,C00199,2025-06-30,Beauty,1547.37,0.1,1392.63,Completed
O001030,C00200,2026-05-09,Beauty,1776.12,0.0,1776.12,Completed
O001031,C00200,2026-05-20,Electronics,7883.81,0.0,7883.81,Completed
O001032,C00200,2026-04-09,Grocery,1323.97,0.1,1191.57,Cancelled
O001033,C00200,2026-02-02,Beauty,1314.42,0.15,1117.26,Completed
O001034,C00200,2026-06-25,Home,4132.96,0.05,3926.31,Completed
O001035,C00200,2026-05-21,Home,4265.55,0.05,4052.27,Completed
O001036,C00200,2026-06-11,Beauty,1260.53,0.0,1260.53,Completed
O001037,C00200,2026-03-30,Home,1384.95,0.0,1384.95,Completed
O001038,C00200,2025-12-21,Home,3235.96,0.1,2912.36,Completed
O001039,C00200,2026-06-10,Home,3756.31,0.15,3192.86,Completed
O001040,C00201,2026-02-01,Sports,2206.82,0.0,2206.82,Cancelled
O001041,C00201,2025-12-09,Beauty,2062.5,0.1,1856.25,Completed
O001042,C00201,2026-04-23,Grocery,1561.31,0.0,1561.31,Completed
O001043,C00201,2026-03-07,Sports,1714.55,0.1,1543.1,Completed
O001044,C00201,2026-06-26,Grocery,1415.68,0.0,1415.68,Completed
O001045,C00202,2025-12-05,Grocery,925.17,0.2,740.14,Completed
O001046,C00202,2025-11-13,Electronics,7230.12,0.1,6507.11,Completed
O001047,C00202,2026-03-07,Sports,2265.85,0.0,2265.85,Completed
O001048,C00202,2026-06-02,Grocery,359.55,0.0,359.55,Completed
O001049,C00202,2026-04-28,Sports,2143.9,0.0,2143.9,Completed
O001050,C00202,2025-11-06,Home,4651.49,0.0,4651.49,Completed
O001051,C00202,2026-03-11,Electronics,7001.94,0.0,7001.94,Completed
O001052,C00203,2025-12-13,Sports,1928.89,0.1,1736.0,Completed
O001053,C00203,2026-04-10,Grocery,1003.0,0.05,952.85,Completed
O001054,C00203,2025-10-20,Home,1981.58,0.0,1981.58,Completed
O001055,C00203,2026-06-25,Grocery,845.7,0.1,761.13,Completed
O001056,C00203,2026-03-20,Grocery,1125.14,0.1,1012.63,Completed
O001057,C00203,2025-07-29,Home,2493.42,0.15,2119.41,Completed
O001058,C00203,2025-12-04,Grocery,1224.74,0.0,1224.74,Completed
O001059,C00203,2025-05-25,Electronics,5641.45,0.0,5641.45,Completed
O001060,C00203,2026-01-17,Home,4117.96,0.15,3500.27,Completed
O001061,C00204,2026-01-18,Home,1207.38,0.0,1207.38,Completed
O001062,C00204,2025-12-13,Beauty,1440.63,0.1,1296.57,Completed
O001063,C00204,2026-06-29,Home,4183.13,0.1,3764.82,Completed
O001064,C00204,2026-01-29,Grocery,1147.38,0.05,1090.01,Completed
O001065,C00204,2026-06-19,Beauty,1358.95,0.15,1155.11,Completed
O001066,C00204,2026-06-06,Electronics,11627.94,0.0,11627.94,Completed
O001067,C00204,2026-01-05,Home,1386.93,0.0,1386.93,Returned
O001068,C00204,2026-04-13,Grocery,1197.97,0.0,1197.97,Returned
O001069,C00204,2026-01-11,Home,3734.11,0.0,3734.11,Completed
O001070,C00204,2026-04-11,Beauty,1786.65,0.05,1697.32,Completed
O001071,C00204,2026-04-08,Grocery,559.67,0.0,559.67,Completed
O001072,C00205,2026-01-26,Grocery,529.11,0.1,476.2,Cancelled
O001073,C00205,2026-06-16,Home,2036.53,0.05,1934.7,Returned
O001074,C00206,2026-02-01,Grocery,791.38,0.0,791.38,Completed
O001075,C00206,2025-06-21,Home,3728.56,0.0,3728.56,Completed
O001076,C00206,2026-03-07,Grocery,1112.53,0.05,1056.9,Completed
O001077,C00206,2026-04-07,Grocery,873.95,0.1,786.56,Completed
O001078,C00206,2025-09-23,Grocery,1257.9,0.1,1132.11,Completed
O001079,C00206,2025-04-25,Electronics,5296.72,0.05,5031.88,Completed
O001080,C00206,2025-05-15,Electronics,8269.03,0.05,7855.58,Completed
O001081,C00206,2026-02-26,Grocery,1038.71,0.2,830.97,Completed
O001082,C00207,2025-10-30,Home,2289.45,0.15,1946.03,Completed
O001083,C00207,2026-04-05,Sports,2232.26,0.15,1897.42,Completed
O001084,C00207,2026-04-29,Electronics,12498.42,0.1,11248.58,Completed
O001085,C00208,2026-05-20,Grocery,748.62,0.05,711.19,Completed
O001086,C00208,2026-04-24,Beauty,481.3,0.2,385.04,Completed
O001087,C00208,2026-05-18,Home,2762.44,0.1,2486.2,Completed
O001088,C00208,2026-06-29,Sports,2830.45,0.05,2688.93,Completed
O001089,C00208,2026-04-25,Sports,847.21,0.15,720.13,Completed
O001090,C00209,2025-08-28,Electronics,3613.06,0.05,3432.41,Completed
O001091,C00210,2026-01-16,Sports,3077.99,0.05,2924.09,Cancelled
O001092,C00210,2026-03-23,Sports,1291.22,0.15,1097.54,Completed
O001093,C00210,2026-04-04,Home,3661.43,0.15,3112.22,Completed
O001094,C00211,2025-11-19,Grocery,601.86,0.1,541.67,Completed
O001095,C00211,2025-08-10,Beauty,650.16,0.1,585.14,Completed
O001096,C00211,2026-05-31,Beauty,1340.01,0.05,1273.01,Completed
O001097,C00211,2026-06-08,Beauty,1091.28,0.05,1036.72,Completed
O001098,C00211,2025-12-19,Home,2080.52,0.05,1976.49,Completed
O001099,C00212,2026-05-11,Grocery,329.35,0.15,279.95,Completed
O001100,C00212,2026-06-29,Electronics,4213.68,0.05,4003.0,Completed
O001101,C00212,2026-04-28,Home,3343.99,0.05,3176.79,Completed
O001102,C00212,2026-06-05,Electronics,7138.45,0.15,6067.68,Completed
O001103,C00212,2026-04-15,Sports,4263.99,0.1,3837.59,Completed
O001104,C00212,2026-04-10,Home,2384.09,0.15,2026.48,Completed
O001105,C00213,2025-08-20,Electronics,8493.38,0.15,7219.37,Cancelled
O001106,C00213,2025-11-27,Sports,2437.44,0.15,2071.82,Completed
O001107,C00213,2026-05-13,Sports,3094.13,0.05,2939.42,Completed
O001108,C00214,2026-04-21,Home,2372.17,0.05,2253.56,Completed
O001109,C00214,2026-05-11,Grocery,1114.85,0.1,1003.36,Completed
O001110,C00214,2026-05-08,Home,3441.29,0.15,2925.1,Returned
O001111,C00214,2026-03-29,Sports,1958.43,0.2,1566.74,Completed
O001112,C00214,2026-06-28,Sports,2000.07,0.15,1700.06,Returned
O001113,C00214,2026-06-24,Beauty,2427.87,0.05,2306.48,Completed
O001114,C00214,2026-06-24,Electronics,7858.87,0.1,7072.98,Completed
O001115,C00215,2025-07-17,Sports,1835.7,0.05,1743.92,Completed
O001116,C00215,2026-02-14,Sports,1652.29,0.0,1652.29,Completed
O001117,C00215,2025-10-02,Home,2130.43,0.0,2130.43,Returned
O001118,C00215,2026-03-26,Beauty,1763.49,0.15,1498.97,Completed
O001119,C00215,2025-06-25,Electronics,6149.56,0.05,5842.08,Completed
O001120,C00216,2025-08-06,Sports,1593.76,0.15,1354.7,Completed
O001121,C00216,2026-01-14,Sports,2376.4,0.05,2257.58,Returned
O001122,C00216,2025-08-08,Grocery,687.71,0.05,653.32,Completed
O001123,C00216,2025-03-19,Electronics,150.0,0.0,150.0,Completed
O001124,C00216,2025-10-21,Home,2850.95,0.1,2565.86,Completed
O001125,C00216,2026-06-09,Beauty,1031.58,0.1,928.42,Completed
O001126,C00216,2026-03-22,Beauty,2152.9,0.2,1722.32,Completed
O001127,C00217,2026-04-13,Beauty,1409.8,0.05,1339.31,Completed
O001128,C00217,2026-01-11,Sports,1892.13,0.2,1513.7,Returned
O001129,C00217,2026-01-13,Grocery,771.06,0.05,732.51,Completed
O001130,C00217,2026-05-23,Home,1765.01,0.1,1588.51,Completed
O001131,C00217,2026-04-02,Grocery,1253.33,0.15,1065.33,Completed
O001132,C00217,2026-03-14,Electronics,7021.19,0.1,6319.07,Completed
O001133,C00218,2026-05-14,Grocery,663.52,0.0,663.52,Completed
O001134,C00218,2026-05-31,Grocery,1149.7,0.0,1149.7,Returned
O001135,C00218,2026-04-17,Grocery,434.85,0.0,434.85,Completed
O001136,C00218,2026-03-07,Home,3836.64,0.0,3836.64,Completed
O001137,C00218,2026-03-01,Sports,1334.61,0.05,1267.88,Completed
O001138,C00219,2026-04-10,Beauty,1585.24,0.0,1585.24,Completed
O001139,C00219,2026-04-06,Home,3806.5,0.05,3616.18,Completed
O001140,C00220,2025-05-23,Grocery,701.29,0.1,631.16,Completed
O001141,C00220,2025-10-29,Sports,2819.8,0.1,2537.82,Completed
O001142,C00220,2025-10-25,Electronics,11483.2,0.05,10909.04,Completed
O001143,C00220,2025-03-06,Electronics,6074.06,0.05,5770.36,Completed
O001144,C00220,2025-04-22,Beauty,1906.0,0.05,1810.7,Completed
O001145,C00220,2026-03-29,Sports,2840.25,0.2,2272.2,Completed
O001146,C00221,2026-04-22,Sports,2814.53,0.05,2673.8,Completed
O001147,C00221,2025-10-15,Grocery,1356.25,0.1,1220.62,Returned
O001148,C00221,2026-04-20,Home,3471.03,0.05,3297.48,Cancelled
O001149,C00221,2026-01-14,Grocery,770.51,0.0,770.51,Completed
O001150,C00222,2025-09-21,Home,3523.43,0.15,2994.92,Completed
O001151,C00222,2025-10-29,Grocery,1148.2,0.05,1090.79,Returned
O001152,C00222,2026-04-24,Beauty,1626.07,0.05,1544.77,Completed
O001153,C00222,2026-02-08,Beauty,1166.27,0.05,1107.96,Returned
O001154,C00222,2025-12-26,Grocery,1155.42,0.15,982.11,Cancelled
O001155,C00223,2025-11-13,Sports,1910.15,0.1,1719.14,Completed
O001156,C00223,2026-02-11,Grocery,999.56,0.05,949.58,Completed
O001157,C00223,2025-07-17,Sports,2530.15,0.05,2403.64,Completed
O001158,C00223,2026-04-07,Electronics,8252.8,0.0,8252.8,Completed
O001159,C00223,2025-08-21,Beauty,1123.5,0.1,1011.15,Returned
O001160,C00223,2026-01-24,Electronics,5151.6,0.05,4894.02,Completed
O001161,C00223,2026-06-30,Sports,2875.71,0.1,2588.14,Completed
O001162,C00223,2025-12-09,Beauty,1572.31,0.05,1493.69,Completed
O001163,C00224,2026-05-04,Electronics,8276.95,0.15,7035.41,Completed
O001164,C00224,2026-01-22,Sports,2215.83,0.0,2215.83,Completed
O001165,C00225,2025-10-15,Grocery,1735.92,0.1,1562.33,Completed
O001166,C00225,2025-09-07,Electronics,9205.93,0.05,8745.63,Completed
O001167,C00225,2026-05-23,Home,2734.04,0.1,2460.64,Completed
O001168,C00225,2026-02-10,Home,3340.62,0.0,3340.62,Completed
O001169,C00225,2025-09-22,Electronics,6361.38,0.15,5407.17,Completed
O001170,C00225,2025-05-09,Home,3749.31,0.0,3749.31,Returned
O001171,C00225,2025-02-05,Sports,2541.33,0.15,2160.13,Completed
O001172,C00226,2025-08-21,Sports,2340.22,0.05,2223.21,Completed
O001173,C00226,2025-05-30,Sports,3831.82,0.0,3831.82,Completed
O001174,C00226,2026-03-02,Home,1501.58,0.0,1501.58,Completed
O001175,C00226,2025-10-10,Grocery,698.59,0.0,698.59,Completed
